date,day_of_week,start_time,end_time,location,speaker,affiliation,theme,track_x,recommended,time_for_row,orig_time_if_moved,is_moderator,has_room_conflict,is_general_event
November 18th,Tuesday,3:10 PM,3:50 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Aminta Arrington,John Brown University/University of Otago,Was Martha “Distracted”?: A Philological Reexamination of Luke 10:38-42,New Testament,False,3:10 PM,,False,False,
November 18th,Tuesday,4:00 PM,4:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Michael Blythe,Nations University,"Judas, Betrayal, and Land: Greed and Socio-Economic Tensions among the Ruling Elite in Luke-Acts",New Testament,False,4:00 PM,,False,False,
November 18th,Tuesday,1:30 PM,4:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Hélène Dallaire,Denver Seminary,Moderator,Old Testament,,1:30 PM,,True,False,
November 18th,Tuesday,1:30 PM,2:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Philip Theis,Lancaster Bible College / Capital Seminary and Graduate School,Daniel 7: Poetic Contributions to a Kingdom that will Never End,Old Testament,False,1:30 PM,,False,False,
November 18th,Tuesday,2:20 PM,3:00 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Eric Reeves,New Orleans Baptist Theological Seminary,He Shall Come to Judge: The Day of YHWH and the Nicene Creed in Joel and Zephaniah,Old Testament,False,2:20 PM,,False,False,
November 18th,Tuesday,3:10 PM,3:50 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Ross McKnight,New Orleans Baptist Theological Seminary,Futile gods: How Recursive Symmetry Facilitates Comparison in Isaiah 44,Old Testament,False,3:10 PM,,False,False,
November 18th,Tuesday,4:00 PM,4:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Matthew H. Patton,"Covenant Presbyterian Church Vandalia, OH",Ameliorated Judgment in the Book of Jeremiah,Old Testament,False,4:00 PM,,False,False,
November 18th,Tuesday,1:30 PM,4:40 PM,Copley Place - Fourth Floor: Hyannis,Richard A. Brumback III,Freed-Hardeman University,Moderator,Practical Theology,,1:30 PM,,True,False,
November 18th,Tuesday,1:30 PM,2:10 PM,Copley Place - Fourth Floor: Hyannis,Mark Blackwelder,Freed Hardeman University,Ethos Over Logos? Preaching to the Generations,Practical Theology,False,1:30 PM,,False,False,
November 18th,Tuesday,2:20 PM,3:00 PM,Copley Place - Fourth Floor: Hyannis,Jeﬀrey M. Robinson,Grace Fellowship: A Church for All Nations / Liberty University,Exposition through an Apologetics Lens: A Case for Integration,Practical Theology,,2:20 PM,,False,False,
November 18th,Tuesday,3:10 PM,3:50 PM,Copley Place - Fourth Floor: Hyannis,Bryan Murawski,Cairn University,When Paul Quotes Pagans: Strategies for Preachers for When the Bible Uses Non-Canonical Texts,Practical Theology,False,3:10 PM,,False,False,
November 18th,Tuesday,4:00 PM,4:40 PM,Copley Place - Fourth Floor: Hyannis,Jared Bumpers,Midwestern Baptist Theological Seminary,On Beard Trimming and Cattle Breeding: An Evangelical Approach to Preaching Old Testament Law,Practical Theology,False,4:00 PM,,False,False,
November 18th,Tuesday,1:30 PM,4:40 PM,Copley Place - Fourth Floor: Nantucket,William Happy Chandler,Rock Haven Baptist Church,Moderator,Systematic Theology,,1:30 PM,,True,False,
November 18th,Tuesday,1:30 PM,2:10 PM,Copley Place - Fourth Floor: Nantucket,Brent Rempel,Stark College & Seminary,God the Teacher: John Webster’s Doctrine of Revelation after Modernity,Systematic Theology,False,1:30 PM,,False,False,
November 18th,Tuesday,2:20 PM,3:00 PM,Copley Place - Fourth Floor: Nantucket,Bradley Green,Union University,"Cornelius Van Til, Classical Theism, and the Doctrine of God",Systematic Theology,False,2:20 PM,,False,False,
November 18th,Tuesday,3:10 PM,3:50 PM,Copley Place - Fourth Floor: Nantucket,Li-Wei Liu,Wycliﬀe College,Reexamining T. F. Torrance’s Reformed Notion of Union with Christ,Systematic Theology,False,3:10 PM,,False,False,
November 18th,Tuesday,4:00 PM,4:40 PM,Copley Place - Fourth Floor: Nantucket,Joseph Duke,New Orleans Baptist Theological Seminary,On Christ’s Habitual Grace: Strengthening Rafael Bello against Barth’s ‘fallen Christ’,Systematic Theology,False,4:00 PM,,False,False,
November 18th,Tuesday,1:30 PM,2:10 PM,Copley Place - Fourth Floor: Orleans,Gabriel Ward,Southwestern Baptist Theological Seminary,God as Pure Spirit: Stephen Charnock and the Doctrine of Divine Simplicity,Systematic Theology,False,1:30 PM,,False,False,
November 18th,Tuesday,2:20 PM,3:00 PM,Copley Place - Fourth Floor: Orleans,Tyler Wittman,New Orleans Baptist Theological Seminary,Scripture's Moral Approach to Divine Simplicity: A Forgotten Element in Christian Tradition,Systematic Theology,False,2:20 PM,,False,False,
November 18th,Tuesday,3:10 PM,3:50 PM,Copley Place - Fourth Floor: Orleans,Christopher Woznicki,Jonathan Edwards Center at Gateway Seminary,"Beauty in Anselm, Jonathan Edwards, and Contemporary Accounts of Atonement",Systematic Theology,False,3:10 PM,,False,False,
November 18th,Tuesday,4:00 PM,4:40 PM,Copley Place - Fourth Floor: Orleans,Roberto Martinez,The Southern Baptist Theological Seminary,Francis Turretin and the Psychological Analogy: A Reformed Critique within the Nicene Tradition,Systematic Theology,False,4:00 PM,,False,False,
November 18th,Tuesday,1:30 PM,2:00 PM,Sheraton - Second Floor: Back Bay Ballroom D,D. Blair Smith,Reformed Theological Seminary,From the Alpha to the Omaga: God the Father and the Beatiﬁc Vision,The Beatiﬁc Vision and the Trinity,False,1:30 PM,,False,False,
November 18th,Tuesday,2:10 PM,2:40 PM,Sheraton - Second Floor: Back Bay Ballroom D,Matthew Barrett,Trinity Anglican Seminary,Did Christ Experience the Beatiﬁc Vision? Engaging Thomas Aquinas,The Beatiﬁc Vision and the Trinity,False,2:20 PM,2:10 PM,False,False,
November 18th,Tuesday,2:50 PM,3:20 PM,Sheraton - Second Floor: Back Bay Ballroom D,Samuel Parkison,Gulf Theological Seminary,"“Love is from God”: The Holy Spirit, Deiﬁcation, and the Beatiﬁc Vision",The Beatiﬁc Vision and the Trinity,False,3:10 PM,2:50 PM,False,False,
November 18th,Tuesday,3:30 PM,4:00 PM,Sheraton - Second Floor: Back Bay Ballroom D,Michael Allen,,"(Reformed Theological Seminary) The Visibility of the Invisible God: Inseparability, Mediation, and Mystery",The Beatiﬁc Vision and the Trinity,,3:10 PM,3:30 PM,False,False,
November 18th,Tuesday,4:10 PM,4:40 PM,Sheraton - Second Floor: Back Bay Ballroom D,Panel Discussion,,,The Beatiﬁc Vision and the Trinity,,4:00 PM,4:10 PM,False,False,
November 18th,Tuesday,5:00 PM,5:50 PM,Sheraton - Second Floor: Back Bay Ballroom D,ETS Plenary Session I,,,The Beatiﬁc Vision and the Trinity,,4:00 PM,5:00 PM,False,False,
November 19th,Wednesday,7:45 AM,8:15 AM,,Morning Prayer,,,,,7:45 AM,,False,False,True
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fourth Floor: Orleans,Elizabeth Mburu,Africa International University; Langham Publishing,Moderator,African Biblical Studies,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,8:50 AM,Copley Place - Fourth Floor: Orleans,Craig Keener,Asbury Theological Seminary,,African Biblical Studies,True,8:30 AM,,False,False,
November 19th,Wednesday,8:50 AM,9:10 AM,Copley Place - Fourth Floor: Orleans,Craig Blomberg,Denver Seminary,,African Biblical Studies,True,8:30 AM,8:50 AM,False,False,
November 19th,Wednesday,9:10 AM,9:30 AM,Copley Place - Fourth Floor: Orleans,Ahreum Kim,University of Cambridge,,African Biblical Studies,False,9:20 AM,9:10 AM,False,False,
November 19th,Wednesday,9:40 AM,10:00 AM,Copley Place - Fourth Floor: Orleans,Vuyani Sindo,"George Whiteﬁeld College, Cape Town, South Africa",,African Biblical Studies,False,9:20 AM,9:40 AM,False,False,
November 19th,Wednesday,10:00 AM,10:20 AM,Copley Place - Fourth Floor: Orleans,Miguel Echevarría,Southeastern Baptist Theological Seminary,,African Biblical Studies,,10:10 AM,10:00 AM,False,False,
November 19th,Wednesday,10:30 AM,10:45 AM,Copley Place - Fourth Floor: Orleans,Sofanit T. Abebe,"Trinity College Bristol, UK",,African Biblical Studies,False,10:30 AM,,False,False,
November 19th,Wednesday,10:45 AM,11:00 AM,Copley Place - Fourth Floor: Orleans,Abeneazer G. Urga,Evangelical Theological College; Ethiopian Graduate School of Theology,,African Biblical Studies,False,10:30 AM,10:45 AM,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Orleans,Panel Discussion and Q&A,,,African Biblical Studies,,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Third Floor: Simmons,Eric C. Redmond,,Moderator,Bible Exposition and Hermeneutics,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Third Floor: Simmons,James Fazio,Southern California Seminary,“You Need Not That Any Man Teach You”: Revisiting the Holy Spirit’s Role as Biblical Expositor,Bible Exposition and Hermeneutics,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Third Floor: Simmons,Wayne House,Faith International University,"The Interpretation of the Genres of History, Myth, & Parable in Scripture and How to Apply Them",Bible Exposition and Hermeneutics,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Third Floor: Simmons,Elliott Johnson*,Dallas Theological Seminary,"An Application of Exodus 19:5,6 in the Church",Bible Exposition and Hermeneutics,,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Third Floor: Simmons,Panel Discussion,,,Bible Exposition and Hermeneutics,,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fifth Floor: New Hampshire,Timothy Beougher,The Southern Baptist Theological Seminary,Moderator,Biblical Evangelism,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fifth Floor: New Hampshire,J. D. Payne,Samford University,Contemporary Deﬁnitions of Evangelism: Historical Survey and Theological Critique,Biblical Evangelism,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fifth Floor: New Hampshire,Mark J. Keown,Laidlaw College,The Priority of Evangelism in God's Mission,Biblical Evangelism,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fifth Floor: New Hampshire,Nicholas R. Clark,The Southern Baptist Theological Seminary,The Place of an Evangelist: A Biblical and Historical Survey,Biblical Evangelism,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fifth Floor: New Hampshire,Austin M. Freeman,Houston Christian University,Is Apologetics Evangelism?,Biblical Evangelism,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - First Floor: Tremont,Thomas J. Sculthorpe,Kenwood Institute,Would Moses Have Aﬃrmed Nicaea? Typological Anticipation of the Incarnation in the Pentateuch,Biblical Theology,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - First Floor: Tremont,Peter Link,Charleston Southern University,"Fallen Moses, Raised Messiah: How the Torah Promises a Divine Messiah",Biblical Theology,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - First Floor: Tremont,Robert Cole,eteacher.com,"The Divine Son of God in Genesis 1, Ps 2, Pss 88-89, and Isaiah 6",Biblical Theology,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - First Floor: Tremont,Bobby Jamieson,Trinity Baptist Church,Do the Old Testament Writings Proclaim a Divine Messiah?,Biblical Theology,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fourth Floor: Vineyard,Joshua Waggener,Southwestern Baptist Theological Seminary,Moderator,Biblical Worship,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Vineyard,Matthew Barrett,Trinity Anglican Seminary,"Veni, Creator Spiritus: Why Procession Justiﬁes Worship of the Spirit in the Nicene Creed",Biblical Worship,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Vineyard,Daniel Silliman*,Christianity Today,The Resurgence of the Nicene Creed in Evangelical Worship,Biblical Worship,,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Vineyard,Robert Pendergraft,University of Mary Hardin-Baylor,Creedal Hospitality: Welcoming Worshipers with the Nicene Creed,Biblical Worship,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Vineyard,Panel Discussion,,"",Biblical Worship,,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Third Floor: Brandeis,Michael Sleasman,Trinity Evangelical Divinity School,Moderator,Bioethics,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Third Floor: Brandeis,Bryan Just,Trinity Evangelical Divinity School,Bioethics Coverage in the Early Years of Christianity Today,Bioethics,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Third Floor: Brandeis,Daniel Fleming,Emmaus University,Moving Goalposts: Conﬂicting Deﬁnitions of Personhood from Scripture & Artiﬁcial Intelligence,Bioethics,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Third Floor: Brandeis,Autumn Ridenour,Gordon-Conwell Theological Seminary,Does AI Shape Us in Its Image?,Bioethics,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Third Floor: Brandeis,Michael Sleasman,Trinity Evangelical Divinity School,Brokenness and the Drive for Perfection: Embodiment and Finitude amidst Transhuman Futures,Bioethics,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Sheraton - Second Floor: Back Bay Ballroom D,Glenn Kreider,Dallas Theological Seminary,Moderator,Christianity and Culture,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Sheraton - Second Floor: Back Bay Ballroom D,Stefana Dan Laing,Beeson Divinity School,Historical/Patristics Perspective,Christianity and Culture,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Sheraton - Second Floor: Back Bay Ballroom D,Luke Stamps,Anderson University,Dogmatics Perspective,Christianity and Culture,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Sheraton - Second Floor: Back Bay Ballroom D,Malcolm Yarnell*,Southwestern Baptist Theological Seminary,"Theological Perspective ",Christianity and Culture,,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Sheraton - Second Floor: Back Bay Ballroom D,Response from the Authors:,,Coleman Ford (Southwestern Baptist Theological Seminary) Shawn Wilhite (California Baptist University),Christianity and Culture,,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Third Floor: Northeastern,Stephen Reynolds,Gateway Seminary,"C. H. Spurgeon, Eternal Generation, & Nicene Christology",Evangelicalism in the Long Eighteenth Century,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Third Floor: Northeastern,Britt Stokes,Propago Ministries,A Conveyor of Faithful Doctrine: Charles Wesley’s Trinitarian Hymnody,Evangelicalism in the Long Eighteenth Century,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Third Floor: Northeastern,David Lytle,Gateway Seminary,Dan Taylor and the Nicene Tradition,Evangelicalism in the Long Eighteenth Century,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Third Floor: Northeastern,David Busch,Gateway Seminary,When I Survey the Trinitarian Crossroads: Isaac Watts Between Tradition and Exploration,Evangelicalism in the Long Eighteenth Century,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Grand Ballroom Salon B,David E. Malick,Fullness Christian Fellowship,"Characterization of Herodias, Her Daughter, and Herod in Mark 6: A Literary and Gender Analysis",Evangelicals and Women,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Angel Turbeville,Palm Beach Atlantic University,A Hermeneutic of Agency: Reimagining Women’s Leadership in Complementarian Church Contexts,Evangelicals and Women,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Jennifer Brown Jones,Liberty University,The Emperor’s New Clothes? Reading 1 Timothy 2 with the Grain of Genesis,Evangelicals and Women,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Joseph Greene,"Second Baptist Church, South Hadley MA",Prohibiting Women in Authority Roles and Parallels with Food Prohibitions,Evangelicals and Women,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Sheraton - Second Floor: Back Bay Ballroom B,Brandon D. Smith,Oklahoma Baptist University,Moderator,Hermeneutics,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:00 AM,Sheraton - Second Floor: Back Bay Ballroom B,Ardel Caneday,University of Northwestern St. Paul,Mystery and Fulﬁllment: The Historical-Allegorical Nature of Scripture’s Storyline,Hermeneutics,False,8:30 AM,,False,False,
November 19th,Wednesday,9:10 AM,9:40 AM,Sheraton - Second Floor: Back Bay Ballroom B,Brian Vickers,The Southern Baptist Theological Seminary,Senses and Sensibility: Protestants and the Four Fold Sense,Hermeneutics,False,9:20 AM,9:10 AM,False,False,
